,Incident_Address_Street_Number,Incident_Address_Street_Name,Incident_Address,Incident_Address_Zip,Incident_Address_Borough,Complaint_Type_311,Descriptor_1_311,Date_Received,Latitude,Longitude,NTA,UHF_42
44885,634,WILSON AVENUE,634 WILSON AVENUE,11207,Brooklyn,Indoor Sewage,Sewage Odor,2020-08-26,40.68916,-73.905454,Bushwick South,east new york
44898,1645,GRAND CONCOURSE,1645 GRAND CONCOURSE,10452,Bronx,Indoor Sewage,Sewage Odor,2020-08-26,40.843444,-73.911863,Mount Hope,high bridge - morrisania
44906,2412,PACIFIC STREET,2412 PACIFIC STREET,11233,Brooklyn,Indoor Sewage,Sewage Odor,2020-08-27,40.675238,-73.905323,Ocean Hill,bedford stuyvesant - crown heights
44971,1652,PARK AVENUE,1652 PARK AVENUE,10035,Manhattan,Indoor Sewage,Sewage Odor,2020-08-31,40.800095,-73.943279,East Harlem North,east harlem
44989,1720,ADAMS STREET,1720 ADAMS STREET,10460,Bronx,Indoor Sewage,Sewage Odor,2020-09-02,40.840963,-73.871013,Van Nest-Morris Park-Westchester Square,crotona -tremont
44990,510,CHESTER STREET,510 CHESTER STREET,11212,Brooklyn,Indoor Sewage,Sewage Odor,2020-09-02,40.658882,-73.908961,Brownsville,bedford stuyvesant - crown heights
45014,1,POST COURT,1 POST COURT,11229,Brooklyn,Indoor Sewage,Sewage Odor,2020-09-03,40.585772999999996,-73.92479,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,coney island - sheepshead bay
45039,1160,RICHMOND ROAD,1160 RICHMOND ROAD,10304,Staten Island,Indoor Sewage,Sewage Odor,2020-09-04,40.598436,-74.091972,Old Town-Dongan Hills-South Beach,stapleton - st. george
45057,1046,SUMMIT AVENUE,1046 SUMMIT AVENUE,10452,Bronx,Indoor Sewage,Sewage Odor,2020-09-05,40.834259,-73.929597,Highbridge,high bridge - morrisania
45095,99,HEBERTON AVENUE,99 HEBERTON AVENUE,10302,Staten Island,Indoor Sewage,Sewage Odor,2020-09-07,40.637564000000005,-74.130767,Port Richmond,port richmond
45122,82-09,268 STREET,82-09 268 STREET,11004,Queens,Indoor Sewage,Sewage Odor,2020-09-08,40.742342,-73.702256,Glen Oaks-Floral Park-New Hyde Park,southeast queens
45158,200,WEST 131 STREET,200 WEST 131 STREET,10027,Manhattan,Indoor Sewage,Sewage Odor,2020-09-09,40.812812,-73.945739,Central Harlem North-Polo Grounds,central harlem - morningside heights
45160,2383,WASHINGTON AVENUE,2383 WASHINGTON AVENUE,10458,Bronx,Indoor Sewage,Sewage Odor,2020-09-09,40.85731,-73.891467,Claremont-Bathgate,fordham - bronx pk
45161,2383,WASHINGTON AVENUE,2383 WASHINGTON AVENUE,10458,Bronx,Indoor Sewage,Sewage Odor,2020-09-09,40.85731,-73.891467,Claremont-Bathgate,fordham - bronx pk
45174,25-22,STEINWAY STREET,25-22 STEINWAY STREET,11103,Queens,Indoor Sewage,Sewage Odor,2020-09-09,40.767577,-73.91200699999999,Astoria,long island city - astoria
45178,155,EAST  104 STREET,155 EAST  104 STREET,10029,Manhattan,Indoor Sewage,Sewage Odor,2020-09-10,40.790797,-73.946873,East Harlem South,east harlem
45190,1450,LELAND AVENUE,1450 LELAND AVENUE,10460,Bronx,Indoor Sewage,Sewage Odor,2020-09-10,40.836621,-73.864307,West Farms-Bronx River,crotona -tremont
45210,157,SKILLMAN STREET,157 SKILLMAN STREET,11205,Brooklyn,Indoor Sewage,Sewage Odor,2020-09-10,40.693558,-73.956896,Clinton Hill,downtown - heights - slope
45227,35,CASTLETON AVENUE,35 CASTLETON AVENUE,10301,Staten Island,Indoor Sewage,Sewage Odor,2020-09-11,40.635482,-74.085841,New Brighton-Silver Lake,stapleton - st. george
45291,534,JACKSON AVENUE,534 JACKSON AVENUE,10455,Bronx,Indoor Sewage,Sewage Odor,2020-09-14,40.812619,-73.909285,Mott Haven-Port Morris,hunts point - mott haven
45338,1055,MORRIS AVENUE,1055 MORRIS AVENUE,10456,Bronx,Indoor Sewage,Sewage Odor,2020-09-15,40.829814,-73.916124,East Concourse-Concourse Village,high bridge - morrisania
45339,195,COZINE AVENUE,195 COZINE AVENUE,11207,Brooklyn,Indoor Sewage,Sewage Odor,2020-09-15,40.655071,-73.88519000000001,East New York,east new york
45341,1851,3 AVENUE,1851 3 AVENUE,10029,Manhattan,Indoor Sewage,Sewage Odor,2020-09-15,40.789136,-73.94644100000001,East Harlem South,east harlem
45351,102-27,85 ROAD,102-27 85 ROAD,11418,Queens,Indoor Sewage,Sewage Odor,2020-09-16,40.697585,-73.846151,Richmond Hill,southwest queens
45359,174,EAST   85 STREET,174 EAST   85 STREET,10028,Manhattan,Indoor Sewage,Sewage Odor,2020-09-16,40.778436,-73.955209,Upper East Side-Carnegie Hill,upper east side
45364,42-20,216 STREET,42-20 216 STREET,11361,Queens,Indoor Sewage,Sewage Odor,2020-09-17,40.762826000000004,-73.76628000000001,Bayside-Bayside Hills,bayside - littleneck
45385,59,WEST 167 STREET,59 WEST 167 STREET,10452,Bronx,Indoor Sewage,Sewage Odor,2020-09-18,40.836177,-73.924749,Highbridge,high bridge - morrisania
45403,2355,EAST    4 STREET,2355 EAST    4 STREET,11223,Brooklyn,Indoor Sewage,Sewage Odor,2020-09-19,40.592597,-73.96682,Homecrest,coney island - sheepshead bay
45404,1055,MORRIS AVENUE,1055 MORRIS AVENUE,10456,Bronx,Indoor Sewage,Sewage Odor,2020-09-19,40.829814,-73.916124,East Concourse-Concourse Village,high bridge - morrisania
45410,19-09,147 STREET,19-09 147 STREET,11357,Queens,Indoor Sewage,Sewage Odor,2020-09-20,40.78223,-73.81889100000001,Whitestone,flushing - clearview
45411,116-10,14 ROAD,116-10 14 ROAD,11356,Queens,Indoor Sewage,Sewage Odor,2020-11-19,40.784694,-73.85104100000001,College Point,flushing - clearview
45442,97-08,PLATTWOOD AVENUE,97-08 PLATTWOOD AVENUE,11417,Queens,Indoor Sewage,Sewage Odor,2020-11-23,40.676915,-73.84016,Ozone Park,southwest queens
45445,22-45,DIX AVENUE,22-45 DIX AVENUE,11691,Queens,Indoor Sewage,Sewage Odor,2020-11-23,40.606668,-73.75624499999999,Far Rockaway-Bayswater,rockaway
45446,393,AVENUE S,393 AVENUE S,11223,Brooklyn,Indoor Sewage,Sewage Odor,2020-11-23,40.601993,-73.970831,Homecrest,coney island - sheepshead bay
45450,340,52 STREET,340 52 STREET,11220,Brooklyn,Indoor Sewage,Sewage Odor,2020-11-25,40.645981,-74.01480699999999,Sunset Park West,sunset park
